,股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
790,贵州茅台,600519,2022-09-26 11:25,1881.12,1882.52,1888.0,1881.12,1114,210094098.0,0.37,-0.08,-1.48,0.01
791,贵州茅台,600519,2022-09-26 11:30,1884.59,1880.33,1884.59,1880.33,267,50261159.0,0.23,-0.12,-2.19,0.0
792,贵州茅台,600519,2022-09-26 13:05,1880.29,1878.02,1880.29,1875.37,635,119257024.0,0.26,-0.12,-2.31,0.01
793,贵州茅台,600519,2022-09-26 13:10,1878.87,1875.55,1878.87,1875.0,465,87229800.0,0.21,-0.13,-2.47,0.0
794,贵州茅台,600519,2022-09-26 13:15,1875.56,1873.33,1876.54,1873.01,455,85314604.0,0.19,-0.12,-2.22,0.0
795,贵州茅台,600519,2022-09-26 13:20,1873.32,1875.54,1876.47,1872.03,477,89384799.0,0.24,0.12,2.21,0.0
796,贵州茅台,600519,2022-09-26 13:25,1875.54,1873.0,1878.0,1873.0,283,53065438.0,0.27,-0.14,-2.54,0.0
797,贵州茅台,600519,2022-09-26 13:30,1873.01,1869.16,1873.09,1869.01,519,97140254.0,0.22,-0.21,-3.84,0.0
798,贵州茅台,600519,2022-09-26 13:35,1869.7,1869.81,1872.98,1869.22,427,79854159.0,0.2,0.03,0.65,0.0
799,贵州茅台,600519,2022-09-26 13:40,1869.81,1869.76,1871.3,1869.52,362,67699490.0,0.1,0.0,-0.05,0.0
800,贵州茅台,600519,2022-09-26 13:45,1869.76,1868.0,1869.81,1866.33,474,88520224.0,0.19,-0.09,-1.76,0.0
801,贵州茅台,600519,2022-09-26 13:50,1868.0,1866.66,1870.66,1866.01,347,64796284.0,0.25,-0.07,-1.34,0.0
802,贵州茅台,600519,2022-09-26 13:55,1866.06,1868.06,1870.6,1866.06,350,65378987.0,0.24,0.08,1.4,0.0
803,贵州茅台,600519,2022-09-26 14:00,1868.06,1866.1,1868.06,1866.0,414,77281156.0,0.11,-0.1,-1.96,0.0
804,贵州茅台,600519,2022-09-26 14:05,1866.0,1866.79,1868.0,1866.0,477,89053916.0,0.11,0.04,0.69,0.0
805,贵州茅台,600519,2022-09-26 14:10,1867.3,1866.87,1868.88,1866.0,460,85855160.0,0.15,0.0,0.08,0.0
806,贵州茅台,600519,2022-09-26 14:15,1866.77,1865.03,1866.87,1864.64,573,106910116.0,0.12,-0.1,-1.84,0.0
807,贵州茅台,600519,2022-09-26 14:20,1865.08,1866.28,1868.56,1864.0,417,77819674.0,0.24,0.07,1.25,0.0
808,贵州茅台,600519,2022-09-26 14:25,1866.2,1865.0,1866.97,1864.05,421,78493588.0,0.16,-0.07,-1.28,0.0
809,贵州茅台,600519,2022-09-26 14:30,1864.25,1862.33,1865.0,1862.33,453,84430305.0,0.14,-0.14,-2.67,0.0
810,贵州茅台,600519,2022-09-26 14:35,1862.05,1861.18,1863.99,1860.24,773,143946681.0,0.2,-0.06,-1.15,0.01
811,贵州茅台,600519,2022-09-26 14:40,1861.02,1860.0,1862.0,1860.0,757,140936018.0,0.11,-0.06,-1.18,0.01
812,贵州茅台,600519,2022-09-26 14:45,1859.99,1859.8,1860.88,1857.0,628,116790511.0,0.21,-0.01,-0.2,0.01
813,贵州茅台,600519,2022-09-26 14:50,1859.8,1862.45,1863.89,1859.66,669,124439386.0,0.23,0.14,2.65,0.01
814,贵州茅台,600519,2022-09-26 14:55,1862.09,1861.19,1865.99,1861.19,443,82535580.0,0.26,-0.07,-1.26,0.0
815,贵州茅台,600519,2022-09-26 15:00,1861.0,1863.0,1865.0,1860.27,597,111238806.0,0.25,0.1,1.81,0.0
816,贵州茅台,600519,2022-09-27 09:35,1868.86,1857.5,1873.78,1856.13,1581,294270593.0,0.95,-0.3,-5.5,0.01
817,贵州茅台,600519,2022-09-27 09:40,1857.5,1852.32,1859.29,1851.11,780,144648739.0,0.44,-0.28,-5.18,0.01
818,贵州茅台,600519,2022-09-27 09:45,1852.32,1858.32,1859.29,1851.32,664,123101452.0,0.43,0.32,6.0,0.01
819,贵州茅台,600519,2022-09-27 09:50,1858.36,1864.94,1865.0,1855.81,443,82408355.0,0.49,0.36,6.62,0.0
820,贵州茅台,600519,2022-09-27 09:55,1863.34,1868.9,1871.9,1862.0,505,94328356.0,0.53,0.21,3.96,0.0
821,贵州茅台,600519,2022-09-27 10:00,1870.5,1879.1,1879.7,1870.5,793,148759097.0,0.49,0.55,10.2,0.01
822,贵州茅台,600519,2022-09-27 10:05,1879.9,1879.0,1879.99,1873.99,648,121681215.0,0.32,-0.01,-0.1,0.01
823,贵州茅台,600519,2022-09-27 10:10,1879.01,1878.0,1879.05,1874.0,499,93688578.0,0.27,-0.05,-1.0,0.0
824,贵州茅台,600519,2022-09-27 10:15,1877.9,1873.39,1877.94,1872.1,386,72456250.0,0.31,-0.25,-4.61,0.0
825,贵州茅台,600519,2022-09-27 10:20,1873.23,1871.54,1873.23,1871.1,189,35383167.0,0.11,-0.1,-1.85,0.0
826,贵州茅台,600519,2022-09-27 10:25,1871.08,1873.49,1875.0,1870.01,220,41192147.0,0.27,0.1,1.95,0.0
827,贵州茅台,600519,2022-09-27 10:30,1873.49,1869.0,1873.99,1869.0,297,55673337.0,0.27,-0.24,-4.49,0.0
828,贵州茅台,600519,2022-09-27 10:35,1868.68,1870.0,1871.97,1867.11,298,55597678.0,0.26,0.05,1.0,0.0
829,贵州茅台,600519,2022-09-27 10:40,1870.0,1867.3,1870.0,1867.3,202,37738592.0,0.14,-0.14,-2.7,0.0
830,贵州茅台,600519,2022-09-27 10:45,1867.3,1869.98,1869.99,1867.2,154,28687611.0,0.15,0.14,2.68,0.0
831,贵州茅台,600519,2022-09-27 10:50,1869.98,1871.98,1872.0,1867.42,182,34022057.0,0.24,0.11,2.0,0.0
832,贵州茅台,600519,2022-09-27 10:55,1871.98,1873.08,1874.88,1870.0,201,37646762.0,0.26,0.06,1.1,0.0
833,贵州茅台,600519,2022-09-27 11:00,1873.08,1873.0,1874.0,1868.78,216,40435994.0,0.28,0.0,-0.08,0.0
834,贵州茅台,600519,2022-09-27 11:05,1874.46,1876.0,1877.49,1871.49,397,74523018.0,0.32,0.16,3.0,0.0
835,贵州茅台,600519,2022-09-27 11:10,1876.0,1874.66,1876.0,1872.52,180,33739404.0,0.19,-0.07,-1.34,0.0
836,贵州茅台,600519,2022-09-27 11:15,1874.96,1872.07,1874.96,1872.05,178,33348531.0,0.16,-0.14,-2.59,0.0
837,贵州茅台,600519,2022-09-27 11:20,1872.07,1872.03,1874.19,1872.0,341,63856134.0,0.12,0.0,-0.04,0.0
838,贵州茅台,600519,2022-09-27 11:25,1874.05,1874.05,1874.46,1869.61,361,67604279.0,0.26,0.11,2.02,0.0
839,贵州茅台,600519,2022-09-27 11:30,1874.05,1873.95,1874.98,1872.0,220,41214729.0,0.16,-0.01,-0.1,0.0
840,贵州茅台,600519,2022-09-27 13:05,1874.99,1875.23,1876.0,1872.01,351,65784558.0,0.21,0.07,1.28,0.0
841,贵州茅台,600519,2022-09-27 13:10,1872.49,1873.95,1875.42,1872.06,232,43466222.0,0.18,-0.07,-1.28,0.0
842,贵州茅台,600519,2022-09-27 13:15,1872.83,1873.99,1874.94,1872.83,240,44976737.0,0.11,0.0,0.04,0.0
843,贵州茅台,600519,2022-09-27 13:20,1873.99,1875.0,1877.62,1873.99,427,80101755.0,0.19,0.05,1.01,0.0
844,贵州茅台,600519,2022-09-27 13:25,1875.0,1879.0,1879.0,1875.0,413,77542220.0,0.21,0.21,4.0,0.0
845,贵州茅台,600519,2022-09-27 13:30,1878.88,1886.99,1887.0,1878.88,1216,228816140.0,0.43,0.43,7.99,0.01
846,贵州茅台,600519,2022-09-27 13:35,1887.66,1887.55,1888.0,1883.51,1217,229563092.0,0.24,0.03,0.56,0.01
847,贵州茅台,600519,2022-09-27 13:40,1887.55,1888.0,1888.0,1885.97,863,162876540.0,0.11,0.02,0.45,0.01
848,贵州茅台,600519,2022-09-27 13:45,1887.32,1892.43,1893.0,1886.22,1120,211549662.0,0.36,0.23,4.43,0.01
849,贵州茅台,600519,2022-09-27 13:50,1892.53,1893.88,1893.88,1890.02,1013,191642432.0,0.2,0.08,1.45,0.01
850,贵州茅台,600519,2022-09-27 13:55,1893.97,1893.78,1897.0,1891.12,1502,284590442.0,0.31,-0.01,-0.1,0.01
851,贵州茅台,600519,2022-09-27 14:00,1893.8,1893.03,1895.55,1891.23,974,184439165.0,0.23,-0.04,-0.75,0.01
852,贵州茅台,600519,2022-09-27 14:05,1893.03,1889.25,1893.03,1888.88,623,117806047.0,0.22,-0.2,-3.78,0.0
853,贵州茅台,600519,2022-09-27 14:10,1890.18,1890.0,1895.0,1888.0,663,125270069.0,0.37,0.04,0.75,0.01
854,贵州茅台,600519,2022-09-27 14:15,1890.56,1890.35,1892.29,1888.9,342,64633812.0,0.18,0.02,0.35,0.0
855,贵州茅台,600519,2022-09-27 14:20,1891.0,1887.62,1891.0,1883.66,839,158490890.0,0.39,-0.14,-2.73,0.01
856,贵州茅台,600519,2022-09-27 14:25,1887.8,1888.89,1889.6,1886.91,704,132959348.0,0.14,0.07,1.27,0.01
857,贵州茅台,600519,2022-09-27 14:30,1888.89,1889.0,1891.97,1886.0,1017,192157150.0,0.32,0.01,0.11,0.01
858,贵州茅台,600519,2022-09-27 14:35,1889.52,1891.98,1893.0,1888.03,825,156037379.0,0.26,0.16,2.98,0.01
859,贵州茅台,600519,2022-09-27 14:40,1892.01,1891.18,1893.86,1891.0,676,127923025.0,0.15,-0.04,-0.8,0.01
860,贵州茅台,600519,2022-09-27 14:45,1891.34,1891.77,1893.29,1891.02,618,116922392.0,0.12,0.03,0.59,0.0
861,贵州茅台,600519,2022-09-27 14:50,1891.74,1893.21,1893.32,1891.3,1014,191782983.0,0.11,0.08,1.44,0.01
862,贵州茅台,600519,2022-09-27 14:55,1893.24,1890.52,1895.0,1890.52,926,175311091.0,0.24,-0.14,-2.69,0.01
863,贵州茅台,600519,2022-09-27 15:00,1890.56,1888.0,1890.56,1888.0,1070,202018909.0,0.14,-0.13,-2.52,0.01
864,贵州茅台,600519,2022-09-28 09:35,1880.5,1885.85,1886.03,1876.2,2005,377268027.0,0.52,-0.11,-2.15,0.02
865,贵州茅台,600519,2022-09-28 09:40,1885.85,1890.61,1892.0,1882.0,990,186795518.0,0.53,0.25,4.76,0.01
866,贵州茅台,600519,2022-09-28 09:45,1890.61,1890.0,1895.0,1889.01,759,143572225.0,0.32,-0.03,-0.61,0.01
867,贵州茅台,600519,2022-09-28 09:50,1890.0,1892.0,1892.0,1887.33,559,105616916.0,0.25,0.11,2.0,0.0
868,贵州茅台,600519,2022-09-28 09:55,1892.0,1895.89,1896.19,1891.48,799,151359452.0,0.25,0.21,3.89,0.01
869,贵州茅台,600519,2022-09-28 10:00,1896.16,1898.01,1899.4,1895.76,1200,227734190.0,0.19,0.11,2.12,0.01
870,贵州茅台,600519,2022-09-28 10:05,1898.3,1894.7,1899.02,1890.33,808,153261329.0,0.46,-0.17,-3.31,0.01
871,贵州茅台,600519,2022-09-28 10:10,1894.7,1891.85,1894.7,1890.06,374,70746792.0,0.24,-0.15,-2.85,0.0
872,贵州茅台,600519,2022-09-28 10:15,1891.85,1893.53,1894.64,1890.52,466,88181347.0,0.22,0.09,1.68,0.0
873,贵州茅台,600519,2022-09-28 10:20,1893.07,1889.24,1893.53,1888.89,343,64840557.0,0.25,-0.23,-4.29,0.0
874,贵州茅台,600519,2022-09-28 10:25,1889.22,1886.8,1889.48,1885.19,536,101250967.0,0.23,-0.13,-2.44,0.0
875,贵州茅台,600519,2022-09-28 10:30,1886.72,1888.7,1888.79,1886.02,347,65478197.0,0.15,0.1,1.9,0.0
876,贵州茅台,600519,2022-09-28 10:35,1888.72,1887.41,1888.72,1885.1,297,56034553.0,0.19,-0.07,-1.29,0.0
877,贵州茅台,600519,2022-09-28 10:40,1886.83,1888.75,1888.75,1885.13,301,56788089.0,0.19,0.07,1.34,0.0
878,贵州茅台,600519,2022-09-28 10:45,1888.02,1885.01,1888.74,1885.01,236,44536468.0,0.2,-0.2,-3.74,0.0
879,贵州茅台,600519,2022-09-28 10:50,1885.1,1885.1,1886.0,1883.63,250,47110848.0,0.13,0.0,0.09,0.0
880,贵州茅台,600519,2022-09-28 10:55,1885.1,1883.7,1885.95,1883.7,217,40900963.0,0.12,-0.07,-1.4,0.0
881,贵州茅台,600519,2022-09-28 11:00,1883.99,1887.0,1887.51,1883.71,217,40915860.0,0.2,0.18,3.3,0.0
882,贵州茅台,600519,2022-09-28 11:05,1887.0,1887.0,1888.07,1886.15,324,61154826.0,0.1,0.0,0.0,0.0
883,贵州茅台,600519,2022-09-28 11:10,1886.99,1883.0,1886.99,1882.63,468,88204730.0,0.23,-0.21,-4.0,0.0
884,贵州茅台,600519,2022-09-28 11:15,1883.0,1886.52,1886.99,1882.64,182,34298488.0,0.23,0.19,3.52,0.0
885,贵州茅台,600519,2022-09-28 11:20,1886.52,1884.29,1886.52,1884.0,184,34687830.0,0.13,-0.12,-2.23,0.0
886,贵州茅台,600519,2022-09-28 11:25,1884.29,1885.65,1885.65,1884.29,102,19230642.0,0.07,0.07,1.36,0.0
887,贵州茅台,600519,2022-09-28 11:30,1885.65,1885.0,1886.0,1884.22,239,44986277.0,0.09,-0.03,-0.65,0.0
888,贵州茅台,600519,2022-09-28 13:05,1885.0,1885.45,1885.5,1883.0,379,71368422.0,0.13,0.02,0.45,0.0
889,贵州茅台,600519,2022-09-28 13:10,1885.51,1883.01,1885.51,1883.0,364,68573058.0,0.13,-0.13,-2.44,0.0
890,贵州茅台,600519,2022-09-28 13:15,1883.01,1878.01,1883.01,1878.01,584,109787885.0,0.27,-0.27,-5.0,0.0
891,贵州茅台,600519,2022-09-28 13:20,1878.0,1878.68,1878.99,1876.24,473,88719507.0,0.15,0.04,0.67,0.0
892,贵州茅台,600519,2022-09-28 13:25,1878.47,1878.31,1878.68,1877.5,323,60664354.0,0.06,-0.02,-0.37,0.0
893,贵州茅台,600519,2022-09-28 13:30,1878.31,1878.33,1880.03,1878.3,374,70235373.0,0.09,0.0,0.02,0.0
894,贵州茅台,600519,2022-09-28 13:35,1878.32,1879.48,1879.56,1877.79,315,59176244.0,0.09,0.06,1.15,0.0
895,贵州茅台,600519,2022-09-28 13:40,1879.48,1876.2,1879.48,1876.2,321,60267404.0,0.17,-0.17,-3.28,0.0
896,贵州茅台,600519,2022-09-28 13:45,1876.09,1880.04,1880.04,1876.01,325,61054751.0,0.21,0.2,3.84,0.0
897,贵州茅台,600519,2022-09-28 13:50,1880.11,1879.98,1880.79,1878.02,275,51697019.0,0.15,0.0,-0.06,0.0
898,贵州茅台,600519,2022-09-28 13:55,1879.98,1880.03,1880.8,1879.5,229,43055170.0,0.07,0.0,0.05,0.0
899,贵州茅台,600519,2022-09-28 14:00,1880.03,1883.1,1883.9,1880.03,362,68132854.0,0.21,0.16,3.07,0.0
900,贵州茅台,600519,2022-09-28 14:05,1883.51,1882.42,1884.04,1881.5,337,63455409.0,0.13,-0.04,-0.68,0.0
901,贵州茅台,600519,2022-09-28 14:10,1882.41,1884.0,1884.07,1882.01,249,46890607.0,0.11,0.08,1.58,0.0
902,贵州茅台,600519,2022-09-28 14:15,1883.0,1883.0,1884.6,1883.0,212,39937196.0,0.08,-0.05,-1.0,0.0
903,贵州茅台,600519,2022-09-28 14:20,1883.72,1882.04,1883.74,1882.0,220,41416355.0,0.09,-0.05,-0.96,0.0
904,贵州茅台,600519,2022-09-28 14:25,1882.04,1881.08,1882.11,1880.8,335,63026125.0,0.07,-0.05,-0.96,0.0
905,贵州茅台,600519,2022-09-28 14:30,1881.08,1881.5,1882.65,1881.0,256,48177478.0,0.09,0.02,0.42,0.0
906,贵州茅台,600519,2022-09-28 14:35,1881.5,1880.34,1881.5,1879.96,426,80063475.0,0.08,-0.06,-1.16,0.0
907,贵州茅台,600519,2022-09-28 14:40,1880.34,1876.01,1880.59,1876.01,457,85836235.0,0.24,-0.23,-4.33,0.0
908,贵州茅台,600519,2022-09-28 14:45,1876.0,1876.11,1876.98,1875.0,675,126629131.0,0.11,0.01,0.1,0.01
909,贵州茅台,600519,2022-09-28 14:50,1876.11,1875.8,1876.39,1874.01,445,83426357.0,0.13,-0.02,-0.31,0.0
910,贵州茅台,600519,2022-09-28 14:55,1875.8,1879.0,1881.27,1874.11,521,97816107.0,0.38,0.17,3.2,0.0
911,贵州茅台,600519,2022-09-28 15:00,1880.29,1883.0,1883.0,1878.87,787,148144723.0,0.22,0.21,4.0,0.01
912,贵州茅台,600519,2022-09-29 09:35,1897.98,1890.78,1899.0,1888.0,1716,325233337.0,0.58,0.41,7.78,0.01
913,贵州茅台,600519,2022-09-29 09:40,1890.78,1895.01,1895.2,1889.0,566,107197768.0,0.33,0.22,4.23,0.0
914,贵州茅台,600519,2022-09-29 09:45,1895.01,1892.53,1895.01,1892.04,322,60988467.0,0.16,-0.13,-2.48,0.0
915,贵州茅台,600519,2022-09-29 09:50,1892.0,1895.27,1895.27,1888.66,549,103806498.0,0.35,0.14,2.74,0.0
916,贵州茅台,600519,2022-09-29 09:55,1895.5,1894.95,1898.5,1892.21,548,103912718.0,0.33,-0.02,-0.32,0.0
917,贵州茅台,600519,2022-09-29 10:00,1895.0,1902.18,1902.18,1893.49,1081,205264365.0,0.46,0.38,7.23,0.01
918,贵州茅台,600519,2022-09-29 10:05,1902.0,1901.5,1902.0,1900.0,787,149579021.0,0.11,-0.04,-0.68,0.01
919,贵州茅台,600519,2022-09-29 10:10,1901.03,1900.5,1901.49,1900.0,710,134924998.0,0.08,-0.05,-1.0,0.01
920,贵州茅台,600519,2022-09-29 10:15,1900.79,1900.03,1900.97,1900.0,616,117059604.0,0.05,-0.02,-0.47,0.0
921,贵州茅台,600519,2022-09-29 10:20,1900.9,1897.33,1900.9,1897.33,512,97251112.0,0.19,-0.14,-2.7,0.0
922,贵州茅台,600519,2022-09-29 10:25,1896.85,1891.19,1896.99,1891.02,514,97300517.0,0.31,-0.32,-6.14,0.0
923,贵州茅台,600519,2022-09-29 10:30,1891.19,1895.32,1895.34,1891.1,335,63428479.0,0.22,0.22,4.13,0.0
924,贵州茅台,600519,2022-09-29 10:35,1895.32,1891.01,1896.0,1891.0,311,58885408.0,0.26,-0.23,-4.31,0.0
925,贵州茅台,600519,2022-09-29 10:40,1891.02,1887.07,1891.64,1886.13,459,86726404.0,0.29,-0.21,-3.94,0.0
926,贵州茅台,600519,2022-09-29 10:45,1887.7,1891.02,1893.0,1886.13,405,76500466.0,0.36,0.21,3.95,0.0
927,贵州茅台,600519,2022-09-29 10:50,1891.02,1890.0,1893.0,1888.0,399,75436803.0,0.26,-0.05,-1.02,0.0
928,贵州茅台,600519,2022-09-29 10:55,1888.32,1892.89,1892.89,1888.32,375,70908301.0,0.24,0.15,2.89,0.0
929,贵州茅台,600519,2022-09-29 11:00,1893.0,1889.87,1893.5,1888.88,254,48031573.0,0.24,-0.16,-3.02,0.0
930,贵州茅台,600519,2022-09-29 11:05,1889.87,1886.55,1891.28,1886.35,416,78551206.0,0.26,-0.18,-3.32,0.0
931,贵州茅台,600519,2022-09-29 11:10,1886.61,1887.21,1887.74,1886.4,354,66805493.0,0.07,0.03,0.66,0.0
932,贵州茅台,600519,2022-09-29 11:15,1887.12,1886.34,1887.71,1886.28,308,58116955.0,0.08,-0.05,-0.87,0.0
933,贵州茅台,600519,2022-09-29 11:20,1886.35,1884.73,1886.35,1883.63,483,91032695.0,0.14,-0.09,-1.61,0.0
934,贵州茅台,600519,2022-09-29 11:25,1884.7,1885.0,1885.0,1883.0,322,60654808.0,0.11,0.01,0.27,0.0
935,贵州茅台,600519,2022-09-29 11:30,1884.68,1882.23,1884.88,1882.21,289,54498775.0,0.14,-0.15,-2.77,0.0
936,贵州茅台,600519,2022-09-29 13:05,1883.04,1883.16,1885.01,1882.0,315,59331892.0,0.16,0.05,0.93,0.0
937,贵州茅台,600519,2022-09-29 13:10,1883.8,1880.0,1883.8,1879.0,339,63757574.0,0.25,-0.17,-3.16,0.0
938,贵州茅台,600519,2022-09-29 13:15,1880.0,1883.47,1883.79,1880.0,139,26156159.0,0.2,0.18,3.47,0.0
939,贵州茅台,600519,2022-09-29 13:20,1883.5,1883.0,1884.5,1881.52,150,28238258.0,0.16,-0.02,-0.47,0.0
940,贵州茅台,600519,2022-09-29 13:25,1882.68,1880.35,1882.99,1880.0,339,63773268.0,0.16,-0.14,-2.65,0.0
941,贵州茅台,600519,2022-09-29 13:30,1880.33,1884.0,1884.0,1880.3,223,41959335.0,0.2,0.19,3.65,0.0
942,贵州茅台,600519,2022-09-29 13:35,1884.5,1884.0,1886.62,1880.98,236,44468505.0,0.3,0.0,0.0,0.0
943,贵州茅台,600519,2022-09-29 13:40,1884.0,1883.67,1885.87,1882.0,184,34665882.0,0.21,-0.02,-0.33,0.0
944,贵州茅台,600519,2022-09-29 13:45,1883.68,1880.0,1885.0,1880.0,329,61911408.0,0.27,-0.19,-3.67,0.0
945,贵州茅台,600519,2022-09-29 13:50,1880.22,1880.0,1882.7,1879.1,201,37785474.0,0.19,0.0,0.0,0.0
946,贵州茅台,600519,2022-09-29 13:55,1879.99,1879.3,1882.46,1878.63,245,46057377.0,0.2,-0.04,-0.7,0.0
947,贵州茅台,600519,2022-09-29 14:00,1880.0,1883.02,1883.02,1879.3,224,42147413.0,0.2,0.2,3.72,0.0
948,贵州茅台,600519,2022-09-29 14:05,1883.02,1881.45,1883.02,1879.69,192,36124800.0,0.18,-0.08,-1.57,0.0
949,贵州茅台,600519,2022-09-29 14:10,1881.45,1881.82,1882.98,1881.0,193,36324818.0,0.11,0.02,0.37,0.0
950,贵州茅台,600519,2022-09-29 14:15,1881.82,1879.31,1881.82,1877.0,406,76300486.0,0.26,-0.13,-2.51,0.0
951,贵州茅台,600519,2022-09-29 14:20,1879.31,1872.52,1879.31,1872.52,592,111011055.0,0.36,-0.36,-6.79,0.0
952,贵州茅台,600519,2022-09-29 14:25,1872.5,1875.84,1875.85,1871.13,507,94976934.0,0.25,0.18,3.32,0.0
953,贵州茅台,600519,2022-09-29 14:30,1875.75,1875.01,1879.2,1872.1,497,93225826.0,0.38,-0.04,-0.83,0.0
954,贵州茅台,600519,2022-09-29 14:35,1875.01,1873.38,1877.09,1872.6,654,122548298.0,0.24,-0.09,-1.63,0.01
955,贵州茅台,600519,2022-09-29 14:40,1873.41,1880.0,1880.0,1873.41,551,103473242.0,0.35,0.35,6.62,0.0
956,贵州茅台,600519,2022-09-29 14:45,1880.0,1883.0,1883.8,1879.98,368,69278112.0,0.2,0.16,3.0,0.0
957,贵州茅台,600519,2022-09-29 14:50,1883.0,1882.75,1883.36,1878.6,229,43147703.0,0.25,-0.01,-0.25,0.0
958,贵州茅台,600519,2022-09-29 14:55,1882.48,1875.0,1882.97,1875.0,514,96591542.0,0.42,-0.41,-7.75,0.0
959,贵州茅台,600519,2022-09-29 15:00,1875.0,1880.35,1880.5,1874.86,1331,250164055.0,0.3,0.29,5.35,0.01
960,贵州茅台,600519,2022-09-30 09:35,1898.62,1894.0,1898.8,1883.01,2037,385588052.0,0.84,0.73,13.65,0.02
961,贵州茅台,600519,2022-09-30 09:40,1893.0,1901.88,1901.88,1893.0,1806,342789404.0,0.47,0.42,7.88,0.01
962,贵州茅台,600519,2022-09-30 09:45,1901.04,1896.01,1901.99,1892.28,863,163775470.0,0.51,-0.31,-5.87,0.01
963,贵州茅台,600519,2022-09-30 09:50,1896.01,1895.01,1896.5,1890.27,498,94256656.0,0.33,-0.05,-1.0,0.0
964,贵州茅台,600519,2022-09-30 09:55,1895.89,1892.0,1897.25,1891.1,384,72868310.0,0.32,-0.16,-3.01,0.0
965,贵州茅台,600519,2022-09-30 10:00,1891.99,1888.5,1894.0,1888.01,443,83752244.0,0.32,-0.18,-3.5,0.0
966,贵州茅台,600519,2022-09-30 10:05,1888.3,1887.02,1890.0,1885.77,447,84494131.0,0.22,-0.08,-1.48,0.0
967,贵州茅台,600519,2022-09-30 10:10,1887.02,1887.0,1888.8,1883.98,518,97604906.0,0.26,0.0,-0.02,0.0
968,贵州茅台,600519,2022-09-30 10:15,1887.0,1881.18,1887.0,1880.35,354,66648123.0,0.35,-0.31,-5.82,0.0
969,贵州茅台,600519,2022-09-30 10:20,1880.41,1877.01,1880.82,1876.1,461,86594754.0,0.25,-0.22,-4.17,0.0
970,贵州茅台,600519,2022-09-30 10:25,1877.01,1877.4,1878.0,1875.0,433,81204918.0,0.16,0.02,0.39,0.0
971,贵州茅台,600519,2022-09-30 10:30,1877.4,1877.0,1878.0,1873.0,553,103727075.0,0.27,-0.02,-0.4,0.0
972,贵州茅台,600519,2022-09-30 10:35,1877.0,1871.84,1877.0,1871.8,492,92212667.0,0.28,-0.27,-5.16,0.0
973,贵州茅台,600519,2022-09-30 10:40,1872.0,1872.03,1873.0,1866.01,635,118678299.0,0.37,0.01,0.19,0.01
974,贵州茅台,600519,2022-09-30 10:45,1871.33,1873.99,1875.7,1871.28,345,64621863.0,0.24,0.1,1.96,0.0
975,贵州茅台,600519,2022-09-30 10:50,1873.99,1873.71,1874.93,1868.3,546,102192338.0,0.35,-0.01,-0.28,0.0
976,贵州茅台,600519,2022-09-30 10:55,1874.88,1874.99,1875.88,1872.01,466,87298970.0,0.21,0.07,1.28,0.0
977,贵州茅台,600519,2022-09-30 11:00,1875.0,1879.19,1880.99,1874.99,508,95400094.0,0.32,0.22,4.2,0.0
978,贵州茅台,600519,2022-09-30 11:05,1878.56,1876.46,1880.5,1876.0,233,43728597.0,0.24,-0.15,-2.73,0.0
979,贵州茅台,600519,2022-09-30 11:10,1875.36,1871.2,1875.95,1871.0,393,73597690.0,0.26,-0.28,-5.26,0.0
980,贵州茅台,600519,2022-09-30 11:15,1871.2,1869.13,1872.0,1869.0,349,65292940.0,0.16,-0.11,-2.07,0.0
981,贵州茅台,600519,2022-09-30 11:20,1869.1,1869.9,1870.0,1869.1,271,50668650.0,0.05,0.04,0.77,0.0
982,贵州茅台,600519,2022-09-30 11:25,1870.0,1873.31,1874.9,1869.89,262,49063880.0,0.27,0.18,3.41,0.0
983,贵州茅台,600519,2022-09-30 11:30,1873.31,1869.43,1873.31,1869.1,220,41149633.0,0.22,-0.21,-3.88,0.0
984,贵州茅台,600519,2022-09-30 13:05,1869.0,1869.21,1875.0,1868.2,275,51451324.0,0.36,-0.01,-0.22,0.0
985,贵州茅台,600519,2022-09-30 13:10,1869.21,1869.04,1869.88,1868.45,285,53264318.0,0.08,-0.01,-0.17,0.0
986,贵州茅台,600519,2022-09-30 13:15,1869.82,1869.96,1869.97,1869.05,188,35151397.0,0.05,0.05,0.92,0.0
987,贵州茅台,600519,2022-09-30 13:20,1869.82,1871.5,1873.95,1869.08,283,52962795.0,0.26,0.08,1.54,0.0
988,贵州茅台,600519,2022-09-30 13:25,1871.7,1870.01,1872.05,1870.01,264,49395571.0,0.11,-0.08,-1.49,0.0
989,贵州茅台,600519,2022-09-30 13:30,1870.01,1870.14,1873.35,1869.11,207,38677716.0,0.23,0.01,0.13,0.0
990,贵州茅台,600519,2022-09-30 13:35,1870.12,1876.3,1877.0,1870.12,224,41981029.0,0.37,0.33,6.16,0.0
991,贵州茅台,600519,2022-09-30 13:40,1876.22,1874.01,1876.3,1874.0,166,31123027.0,0.12,-0.12,-2.29,0.0
992,贵州茅台,600519,2022-09-30 13:45,1874.0,1876.5,1876.8,1872.0,240,44982376.0,0.26,0.13,2.49,0.0
993,贵州茅台,600519,2022-09-30 13:50,1876.5,1873.51,1876.6,1873.2,234,43868261.0,0.18,-0.16,-2.99,0.0
