,ts_code,name
1778,300287.SZ,飞利信
1779,300288.SZ,朗玛信息
1780,300289.SZ,利德曼
1781,300290.SZ,荣科科技
1782,300291.SZ,百纳千成
1783,300292.SZ,吴通控股
1784,300293.SZ,蓝英装备
1785,300294.SZ,博雅生物
1786,300295.SZ,三六五网
1787,300296.SZ,利亚德
1788,300297.SZ,*ST蓝盾
1789,300298.SZ,三诺生物
1790,300299.SZ,富春股份
1791,300300.SZ,海峡创新
1792,300301.SZ,*ST长方
1793,300302.SZ,同有科技
1794,300303.SZ,聚飞光电
1795,300304.SZ,云意电气
1796,300305.SZ,裕兴股份
1797,300306.SZ,远方信息
1798,300307.SZ,慈星股份
1799,300308.SZ,中际旭创
1800,300309.SZ,*ST吉艾
1801,300310.SZ,宜通世纪
1802,300311.SZ,任子行
1803,300313.SZ,ST天山
1804,300314.SZ,戴维医疗
1805,300315.SZ,掌趣科技
1806,300316.SZ,晶盛机电
1807,300317.SZ,珈伟新能
1808,300318.SZ,博晖创新
1809,300319.SZ,麦捷科技
1810,300320.SZ,海达股份
1811,300321.SZ,同大股份
1812,300322.SZ,硕贝德
1813,300323.SZ,华灿光电
1814,300324.SZ,旋极信息
1815,300326.SZ,凯利泰
1816,300327.SZ,中颖电子
1817,300328.SZ,宜安科技
1818,300329.SZ,海伦钢琴
1819,300330.SZ,*ST计通
1820,300331.SZ,苏大维格
1821,300332.SZ,天壕环境
1822,300333.SZ,兆日科技
1823,300334.SZ,津膜科技
1824,300335.SZ,迪森股份
1825,300336.SZ,*ST新文
1826,300337.SZ,银邦股份
1827,300338.SZ,ST开元
1828,300339.SZ,润和软件
1829,300340.SZ,科恒股份
1830,300341.SZ,麦克奥迪
1831,300342.SZ,天银机电
1832,300343.SZ,联创股份
1833,300344.SZ,立方数科
1834,300345.SZ,华民股份
1835,300346.SZ,南大光电
1836,300347.SZ,泰格医药
1837,300348.SZ,长亮科技
1838,300349.SZ,金卡智能
1839,300350.SZ,华鹏飞
1840,300351.SZ,永贵电器
1841,300352.SZ,北信源
1842,300353.SZ,东土科技
1843,300354.SZ,东华测试
1844,300355.SZ,蒙草生态
1845,300356.SZ,*ST光一
1846,300357.SZ,我武生物
1847,300358.SZ,楚天科技
1848,300359.SZ,全通教育
1849,300360.SZ,炬华科技
1850,300363.SZ,博腾股份
1851,300364.SZ,中文在线
1852,300365.SZ,恒华科技
1853,300366.SZ,创意信息
1854,300368.SZ,汇金股份
1855,300369.SZ,绿盟科技
1856,300370.SZ,*ST安控
1857,300371.SZ,汇中股份
1858,300373.SZ,扬杰科技
1859,300374.SZ,中铁装配
1860,300375.SZ,鹏翎股份
1861,300376.SZ,易事特
1862,300377.SZ,赢时胜
1863,300378.SZ,鼎捷软件
1864,300379.SZ,东方通
1865,300380.SZ,安硕信息
1866,300381.SZ,溢多利
1867,300382.SZ,斯莱克
1868,300383.SZ,光环新网
1869,300384.SZ,三联虹普
1870,300385.SZ,雪浪环境
1871,300386.SZ,飞天诚信
1872,300387.SZ,富邦股份
1873,300388.SZ,节能国祯
1874,300389.SZ,艾比森
1875,300390.SZ,天华超净
1876,300391.SZ,康跃科技
1877,300392.SZ,*ST腾信
1878,300393.SZ,中来股份
1879,300394.SZ,天孚通信
1880,300395.SZ,菲利华
1881,300396.SZ,迪瑞医疗
1882,300397.SZ,天和防务
1883,300398.SZ,飞凯材料
1884,300399.SZ,天利科技
1885,300400.SZ,劲拓股份
1886,300401.SZ,花园生物
1887,300402.SZ,宝色股份
1888,300403.SZ,汉宇集团
1889,300404.SZ,博济医药
1890,300405.SZ,科隆股份
1891,300406.SZ,九强生物
1892,300407.SZ,凯发电气
1893,300408.SZ,三环集团
1894,300409.SZ,道氏技术
1895,300410.SZ,正业科技
1896,300411.SZ,金盾股份
1897,300412.SZ,迦南科技
1898,300413.SZ,芒果超媒
1899,300414.SZ,中光防雷
1900,300415.SZ,伊之密
1901,300416.SZ,苏试试验
1902,300417.SZ,南华仪器
1903,300418.SZ,昆仑万维
1904,300419.SZ,浩丰科技
1905,300420.SZ,五洋停车
1906,300421.SZ,力星股份
1907,300422.SZ,博世科
1908,300423.SZ,昇辉科技
1909,300424.SZ,航新科技
1910,300425.SZ,中建环能
1911,300426.SZ,唐德影视
1912,300427.SZ,红相股份
1913,300428.SZ,立中集团
1914,300429.SZ,强力新材
1915,300430.SZ,诚益通
1916,300432.SZ,富临精工
1917,300433.SZ,蓝思科技
1918,300434.SZ,金石亚药
1919,300435.SZ,中泰股份
1920,300436.SZ,广生堂
1921,300437.SZ,清水源
1922,300438.SZ,鹏辉能源
1923,300439.SZ,美康生物
1924,300440.SZ,运达科技
1925,300441.SZ,鲍斯股份
1926,300442.SZ,润泽科技
1927,300443.SZ,金雷股份
1928,300444.SZ,双杰电气
1929,300445.SZ,康斯特
1930,300446.SZ,乐凯新材
1931,300447.SZ,全信股份
1932,300448.SZ,浩云科技
1933,300449.SZ,汉邦高科
1934,300450.SZ,先导智能
1935,300451.SZ,创业慧康
1936,300452.SZ,山河药辅
1937,300453.SZ,三鑫医疗
1938,300454.SZ,深信服
1939,300455.SZ,康拓红外
1940,300456.SZ,赛微电子
1941,300457.SZ,赢合科技
1942,300458.SZ,全志科技
1943,300459.SZ,汤姆猫
1944,300460.SZ,惠伦晶体
1945,300461.SZ,田中精机
1946,300462.SZ,华铭智能
1947,300463.SZ,迈克生物
1948,300464.SZ,星徽股份
1949,300465.SZ,高伟达
1950,300466.SZ,赛摩智能
1951,300467.SZ,迅游科技
1952,300468.SZ,四方精创
1953,300469.SZ,信息发展
1954,300470.SZ,中密控股
1955,300471.SZ,厚普股份
1956,300472.SZ,新元科技
1957,300473.SZ,德尔股份
1958,300474.SZ,景嘉微
1959,300475.SZ,香农芯创
1960,300476.SZ,胜宏科技
1961,300477.SZ,合纵科技
1962,300478.SZ,杭州高新
1963,300479.SZ,神思电子
1964,300480.SZ,光力科技
1965,300481.SZ,濮阳惠成
1966,300482.SZ,万孚生物
1967,300483.SZ,首华燃气
1968,300484.SZ,蓝海华腾
1969,300485.SZ,赛升药业
1970,300486.SZ,东杰智能
1971,300487.SZ,蓝晓科技
1972,300488.SZ,恒锋工具
1973,300489.SZ,光智科技
1974,300490.SZ,华自科技
1975,300491.SZ,通合科技
1976,300492.SZ,华图山鼎
1977,300493.SZ,润欣科技
1978,300494.SZ,盛天网络
1979,300495.SZ,*ST美尚
1980,300496.SZ,中科创达
1981,300497.SZ,富祥药业
1982,300498.SZ,温氏股份
1983,300499.SZ,高澜股份
1984,300500.SZ,启迪设计
1985,300501.SZ,海顺新材
1986,300502.SZ,新易盛
1987,300503.SZ,昊志机电
1988,300504.SZ,天邑股份
1989,300505.SZ,川金诺
1990,300506.SZ,名家汇
1991,300507.SZ,苏奥传感
1992,300508.SZ,维宏股份
1993,300509.SZ,新美星
1994,300510.SZ,金冠股份
1995,300511.SZ,雪榕生物
1996,300512.SZ,中亚股份
1997,300513.SZ,恒实科技
1998,300514.SZ,友讯达
1999,300515.SZ,三德科技
2000,300516.SZ,久之洋
2001,300517.SZ,海波重科
2002,300518.SZ,盛讯达
2003,300519.SZ,新光药业
2004,300520.SZ,科大国创
2005,300521.SZ,爱司凯
2006,300522.SZ,世名科技
2007,300523.SZ,辰安科技
2008,300525.SZ,博思软件
2009,300526.SZ,*ST中潜
2010,300527.SZ,中船应急
2011,300528.SZ,幸福蓝海
2012,300529.SZ,健帆生物
2013,300530.SZ,达志科技
2014,300531.SZ,优博讯
2015,300532.SZ,今天国际
2016,300533.SZ,冰川网络
2017,300534.SZ,陇神戎发
2018,300535.SZ,达威股份
2019,300536.SZ,农尚环境
2020,300537.SZ,广信材料
2021,300538.SZ,同益股份
2022,300539.SZ,横河精密
2023,300540.SZ,蜀道装备
2024,300541.SZ,先进数通
2025,300542.SZ,新晨科技
2026,300543.SZ,朗科智能
2027,300545.SZ,联得装备
2028,300546.SZ,雄帝科技
2029,300547.SZ,川环科技
2030,300548.SZ,博创科技
2031,300549.SZ,优德精密
2032,300550.SZ,和仁科技
2033,300551.SZ,古鳌科技
2034,300552.SZ,万集科技
2035,300553.SZ,集智股份
2036,300554.SZ,三超新材
2037,300555.SZ,路通视信
2038,300556.SZ,丝路视觉
2039,300557.SZ,理工光科
2040,300558.SZ,贝达药业
2041,300559.SZ,佳发教育
2042,300560.SZ,中富通
2043,300561.SZ,汇金科技
2044,300562.SZ,乐心医疗
2045,300563.SZ,神宇股份
2046,300564.SZ,筑博设计
2047,300565.SZ,科信技术
2048,300566.SZ,激智科技
2049,300567.SZ,精测电子
2050,300568.SZ,星源材质
2051,300569.SZ,天能重工
2052,300570.SZ,太辰光
2053,300571.SZ,平治信息
2054,300572.SZ,安车检测
2055,300573.SZ,兴齐眼药
2056,300575.SZ,中旗股份
2057,300576.SZ,容大感光
2058,300577.SZ,开润股份
2059,300578.SZ,会畅通讯
2060,300579.SZ,数字认证
2061,300580.SZ,贝斯特
2062,300581.SZ,晨曦航空
2063,300582.SZ,英飞特
2064,300583.SZ,赛托生物
2065,300584.SZ,海辰药业
2066,300585.SZ,奥联电子
2067,300586.SZ,美联新材
2068,300587.SZ,天铁股份
2069,300588.SZ,熙菱信息
2070,300589.SZ,江龙船艇
2071,300590.SZ,移为通信
2072,300591.SZ,万里马
2073,300592.SZ,华凯易佰
2074,300593.SZ,新雷能
2075,300594.SZ,朗进科技
2076,300595.SZ,欧普康视
2077,300596.SZ,利安隆
2078,300597.SZ,吉大通信
2079,300598.SZ,诚迈科技
2080,300599.SZ,雄塑科技
2081,300600.SZ,国瑞科技
2082,300601.SZ,康泰生物
2083,300602.SZ,飞荣达
2084,300603.SZ,立昂技术
2085,300604.SZ,长川科技
2086,300605.SZ,恒锋信息
2087,300606.SZ,金太阳
2088,300607.SZ,拓斯达
2089,300608.SZ,思特奇
2090,300609.SZ,汇纳科技
2091,300610.SZ,晨化股份
2092,300611.SZ,美力科技
2093,300612.SZ,宣亚国际
2094,300613.SZ,富瀚微
2095,300614.SZ,百川畅银
2096,300615.SZ,欣天科技
2097,300616.SZ,尚品宅配
2098,300617.SZ,安靠智电
2099,300618.SZ,寒锐钴业
2100,300619.SZ,金银河
2101,300620.SZ,光库科技
2102,300621.SZ,维业股份
2103,300622.SZ,博士眼镜
2104,300623.SZ,捷捷微电
2105,300624.SZ,万兴科技
2106,300625.SZ,三雄极光
2107,300626.SZ,华瑞股份
2108,300627.SZ,华测导航
2109,300628.SZ,亿联网络
2110,300629.SZ,新劲刚
2111,300630.SZ,普利制药
2112,300631.SZ,久吾高科
2113,300632.SZ,光莆股份
2114,300633.SZ,开立医疗
2115,300634.SZ,彩讯股份
2116,300635.SZ,中达安
2117,300636.SZ,同和药业
2118,300637.SZ,扬帆新材
2119,300638.SZ,广和通
2120,300639.SZ,凯普生物
2121,300640.SZ,德艺文创
2122,300641.SZ,正丹股份
2123,300642.SZ,透景生命
2124,300643.SZ,万通智控
2125,300644.SZ,南京聚隆
2126,300645.SZ,正元智慧
2127,300647.SZ,超频三
2128,300648.SZ,星云股份
2129,300649.SZ,杭州园林
2130,300650.SZ,太龙股份
2131,300651.SZ,金陵体育
2132,300652.SZ,雷迪克
2133,300653.SZ,正海生物
2134,300654.SZ,世纪天鸿
2135,300655.SZ,晶瑞电材
2136,300656.SZ,民德电子
2137,300657.SZ,弘信电子
2138,300658.SZ,延江股份
2139,300659.SZ,中孚信息
2140,300660.SZ,江苏雷利
2141,300661.SZ,圣邦股份
2142,300662.SZ,科锐国际
2143,300663.SZ,科蓝软件
2144,300664.SZ,鹏鹞环保
2145,300665.SZ,飞鹿股份
2146,300666.SZ,江丰电子
2147,300667.SZ,必创科技
2148,300668.SZ,杰恩设计
2149,300669.SZ,沪宁股份
2150,300670.SZ,大烨智能
2151,300671.SZ,富满微
2152,300672.SZ,国科微
2153,300673.SZ,佩蒂股份
2154,300674.SZ,宇信科技
2155,300675.SZ,建科院
2156,300676.SZ,华大基因
2157,300677.SZ,英科医疗
2158,300678.SZ,中科信息
2159,300679.SZ,电连技术
2160,300680.SZ,隆盛科技
2161,300681.SZ,英搏尔
2162,300682.SZ,朗新科技
2163,300683.SZ,海特生物
2164,300684.SZ,中石科技
2165,300685.SZ,艾德生物
2166,300686.SZ,智动力
2167,300687.SZ,赛意信息
2168,300688.SZ,创业黑马
2169,300689.SZ,澄天伟业
2170,300690.SZ,双一科技
2171,300691.SZ,联合光电
2172,300692.SZ,中环环保
2173,300693.SZ,盛弘股份
2174,300694.SZ,蠡湖股份
2175,300695.SZ,兆丰股份
2176,300696.SZ,爱乐达
2177,300697.SZ,电工合金
2178,300698.SZ,万马科技
2179,300699.SZ,光威复材
2180,300700.SZ,岱勒新材
2181,300701.SZ,森霸传感
2182,300702.SZ,天宇股份
2183,300703.SZ,创源股份
2184,300705.SZ,九典制药
2185,300706.SZ,阿石创
2186,300707.SZ,威唐工业
2187,300708.SZ,聚灿光电
2188,300709.SZ,精研科技
2189,300710.SZ,万隆光电
2190,300711.SZ,广哈通信
2191,300712.SZ,永福股份
2192,300713.SZ,英可瑞
2193,300715.SZ,凯伦股份
2194,300716.SZ,国立科技
2195,300717.SZ,华信新材
2196,300718.SZ,长盛轴承
2197,300719.SZ,安达维尔
2198,300720.SZ,海川智能
2199,300721.SZ,怡达股份
2200,300722.SZ,新余国科
2201,300723.SZ,一品红
2202,300724.SZ,捷佳伟创
2203,300725.SZ,药石科技
2204,300726.SZ,宏达电子
2205,300727.SZ,润禾材料
2206,300729.SZ,乐歌股份
2207,300730.SZ,科创信息
2208,300731.SZ,科创新源
2209,300732.SZ,设研院
2210,300733.SZ,西菱动力
2211,300735.SZ,光弘科技
2212,300736.SZ,百邦科技
2213,300737.SZ,科顺股份
2214,300738.SZ,奥飞数据
2215,300739.SZ,明阳电路
2216,300740.SZ,水羊股份
2217,300741.SZ,华宝股份
2218,300742.SZ,越博动力
2219,300743.SZ,天地数码
2220,300745.SZ,欣锐科技
2221,300746.SZ,汉嘉设计
2222,300747.SZ,锐科激光
2223,300748.SZ,金力永磁
2224,300749.SZ,顶固集创
2225,300750.SZ,宁德时代
2226,300751.SZ,迈为股份
2227,300752.SZ,隆利科技
2228,300753.SZ,爱朋医疗
2229,300755.SZ,华致酒行
2230,300756.SZ,金马游乐
2231,300757.SZ,罗博特科
2232,300758.SZ,七彩化学
2233,300759.SZ,康龙化成
2234,300760.SZ,迈瑞医疗
2235,300761.SZ,立华股份
2236,300762.SZ,上海瀚讯
2237,300763.SZ,锦浪科技
2238,300765.SZ,新诺威
2239,300766.SZ,每日互动
2240,300767.SZ,震安科技
2241,300768.SZ,迪普科技
2242,300769.SZ,德方纳米
2243,300770.SZ,新媒股份
2244,300771.SZ,智莱科技
2245,300772.SZ,运达股份
2246,300773.SZ,拉卡拉
2247,300774.SZ,倍杰特
2248,300775.SZ,三角防务
2249,300776.SZ,帝尔激光
2250,300777.SZ,中简科技
2251,300778.SZ,新城市
2252,300779.SZ,惠城环保
2253,300780.SZ,德恩精工
2254,300781.SZ,因赛集团
2255,300782.SZ,卓胜微
2256,300783.SZ,三只松鼠
2257,300785.SZ,值得买
2258,300786.SZ,国林科技
2259,300787.SZ,海能实业
2260,300788.SZ,中信出版
2261,300789.SZ,唐源电气
2262,300790.SZ,宇瞳光学
2263,300791.SZ,仙乐健康
2264,300792.SZ,壹网壹创
2265,300793.SZ,佳禾智能
2266,300795.SZ,米奥会展
2267,300796.SZ,贝斯美
2268,300797.SZ,钢研纳克
2269,300798.SZ,锦鸡股份
2270,300799.SZ,左江科技
2271,300800.SZ,力合科技
2272,300801.SZ,泰和科技
2273,300802.SZ,矩子科技
2274,300803.SZ,指南针
2275,300805.SZ,电声股份
2276,300806.SZ,斯迪克
2277,300807.SZ,天迈科技
2278,300808.SZ,久量股份
2279,300809.SZ,华辰装备
2280,300810.SZ,中科海讯
2281,300811.SZ,铂科新材
2282,300812.SZ,易天股份
2283,300813.SZ,泰林生物
2284,300814.SZ,中富电路
2285,300815.SZ,玉禾田
2286,300816.SZ,艾可蓝
2287,300817.SZ,双飞股份
2288,300818.SZ,耐普矿机
2289,300819.SZ,聚杰微纤
2290,300820.SZ,英杰电气
2291,300821.SZ,东岳硅材
2292,300822.SZ,贝仕达克
2293,300823.SZ,建科机械
2294,300824.SZ,北鼎股份
2295,300825.SZ,阿尔特
2296,300826.SZ,测绘股份
2297,300827.SZ,上能电气
2298,300828.SZ,锐新科技
2299,300829.SZ,金丹科技
2300,300830.SZ,金现代
2301,300831.SZ,派瑞股份
2302,300832.SZ,新产业
2303,300833.SZ,浩洋股份
2304,300834.SZ,星辉环材
2305,300835.SZ,龙磁科技
2306,300836.SZ,佰奥智能
2307,300837.SZ,浙矿股份
2308,300838.SZ,浙江力诺
2309,300839.SZ,博汇股份
2310,300840.SZ,酷特智能
2311,300841.SZ,康华生物
2312,300842.SZ,帝科股份
2313,300843.SZ,胜蓝股份
2314,300844.SZ,山水比德
2315,300845.SZ,捷安高科
2316,300846.SZ,首都在线
2317,300847.SZ,中船汉光
2318,300848.SZ,美瑞新材
2319,300849.SZ,锦盛新材
2320,300850.SZ,新强联
2321,300851.SZ,交大思诺
2322,300852.SZ,四会富仕
2323,300853.SZ,申昊科技
2324,300854.SZ,中兰环保
2325,300855.SZ,图南股份
2326,300856.SZ,科思股份
2327,300857.SZ,协创数据
2328,300858.SZ,科拓生物
2329,300859.SZ,西域旅游
2330,300860.SZ,锋尚文化
2331,300861.SZ,美畅股份
2332,300862.SZ,蓝盾光电
2333,300863.SZ,卡倍亿
2334,300864.SZ,南大环境
2335,300865.SZ,大宏立
2336,300866.SZ,安克创新
2337,300867.SZ,圣元环保
2338,300868.SZ,杰美特
2339,300869.SZ,康泰医学
2340,300870.SZ,欧陆通
2341,300871.SZ,回盛生物
2342,300872.SZ,天阳科技
2343,300873.SZ,海晨股份
2344,300875.SZ,捷强装备
2345,300876.SZ,蒙泰高新
2346,300877.SZ,金春股份
2347,300878.SZ,维康药业
2348,300879.SZ,大叶股份
2349,300880.SZ,迦南智能
2350,300881.SZ,盛德鑫泰
2351,300882.SZ,万胜智能
2352,300883.SZ,龙利得
2353,300884.SZ,狄耐克
2354,300885.SZ,海昌新材
2355,300886.SZ,华业香料
2356,300887.SZ,谱尼测试
2357,300888.SZ,稳健医疗
2358,300889.SZ,爱克股份
2359,300890.SZ,翔丰华
2360,300891.SZ,惠云钛业
2361,300892.SZ,品渥食品
2362,300893.SZ,松原股份
2363,300894.SZ,火星人
2364,300895.SZ,铜牛信息
2365,300896.SZ,爱美客
2366,300897.SZ,山科智能
2367,300898.SZ,熊猫乳品
2368,300899.SZ,上海凯鑫
2369,300900.SZ,广联航空
2370,300901.SZ,中胤时尚
2371,300902.SZ,国安达
2372,300903.SZ,科翔股份
2373,300905.SZ,宝丽迪
2374,300906.SZ,日月明
2375,300907.SZ,康平科技
2376,300908.SZ,仲景食品
2377,300909.SZ,汇创达
2378,300910.SZ,瑞丰新材
2379,300911.SZ,亿田智能
2380,300912.SZ,凯龙高科
2381,300913.SZ,兆龙互连
2382,300915.SZ,海融科技
2383,300916.SZ,朗特智能
2384,300917.SZ,特发服务
2385,300918.SZ,南山智尚
2386,300919.SZ,中伟股份
2387,300920.SZ,润阳科技
2388,300921.SZ,南凌科技
2389,300922.SZ,天秦装备
2390,300923.SZ,研奥股份
2391,300925.SZ,法本信息
2392,300926.SZ,博俊科技
2393,300927.SZ,江天化学
2394,300928.SZ,华安鑫创
2395,300929.SZ,华骐环保
2396,300930.SZ,屹通新材
2397,300931.SZ,通用电梯
2398,300932.SZ,三友联众
2399,300933.SZ,中辰股份
2400,300935.SZ,盈建科
2401,300936.SZ,中英科技
2402,300937.SZ,药易购
2403,300938.SZ,信测标准
2404,300939.SZ,秋田微
2405,300940.SZ,南极光
2406,300941.SZ,创识科技
2407,300942.SZ,易瑞生物
2408,300943.SZ,春晖智控
2409,300945.SZ,曼卡龙
2410,300946.SZ,恒而达
2411,300947.SZ,德必集团
2412,300948.SZ,冠中生态
2413,300949.SZ,奥雅股份
2414,300950.SZ,德固特
2415,300951.SZ,博硕科技
2416,300952.SZ,恒辉安防
2417,300953.SZ,震裕科技
2418,300955.SZ,嘉亨家化
2419,300956.SZ,英力股份
2420,300957.SZ,贝泰妮
2421,300958.SZ,建工修复
2422,300959.SZ,线上线下
2423,300960.SZ,通业科技
2424,300961.SZ,深水海纳
2425,300962.SZ,中金辐照
2426,300963.SZ,中洲特材
2427,300964.SZ,本川智能
2428,300965.SZ,恒宇信通
2429,300966.SZ,共同药业
2430,300967.SZ,晓鸣股份
2431,300968.SZ,格林精密
2432,300969.SZ,恒帅股份
2433,300970.SZ,华绿生物
2434,300971.SZ,博亚精工
2435,300972.SZ,万辰生物
2436,300973.SZ,立高食品
2437,300975.SZ,商络电子
2438,300976.SZ,达瑞电子
2439,300977.SZ,深圳瑞捷
2440,300978.SZ,东箭科技
2441,300979.SZ,华利集团
2442,300980.SZ,祥源新材
2443,300981.SZ,中红医疗
2444,300982.SZ,苏文电能
2445,300983.SZ,尤安设计
2446,300984.SZ,金沃股份
2447,300985.SZ,致远新能
2448,300986.SZ,志特新材
2449,300987.SZ,川网传媒
2450,300988.SZ,津荣天宇
2451,300989.SZ,蕾奥规划
2452,300990.SZ,同飞股份
2453,300991.SZ,创益通
2454,300992.SZ,泰福泵业
2455,300993.SZ,玉马遮阳
2456,300994.SZ,久祺股份
2457,300995.SZ,奇德新材
2458,300996.SZ,普联软件
2459,300997.SZ,欢乐家
2460,300998.SZ,宁波方正
2461,300999.SZ,金龙鱼
2462,301000.SZ,肇民科技
2463,301001.SZ,凯淳股份
2464,301002.SZ,崧盛股份
2465,301003.SZ,江苏博云
2466,301004.SZ,嘉益股份
2467,301005.SZ,超捷股份
2468,301006.SZ,迈拓股份
2469,301007.SZ,德迈仕
2470,301008.SZ,宏昌科技
2471,301009.SZ,可靠股份
2472,301010.SZ,晶雪节能
2473,301011.SZ,华立科技
2474,301012.SZ,扬电科技
2475,301013.SZ,利和兴
2476,301015.SZ,百洋医药
2477,301016.SZ,雷尔伟
2478,301017.SZ,漱玉平民
2479,301018.SZ,申菱环境
2480,301019.SZ,宁波色母
2481,301020.SZ,密封科技
2482,301021.SZ,英诺激光
2483,301022.SZ,海泰科
2484,301023.SZ,江南奕帆
2485,301024.SZ,霍普股份
2486,301025.SZ,读客文化
2487,301026.SZ,浩通科技
2488,301027.SZ,华蓝集团
2489,301028.SZ,东亚机械
2490,301029.SZ,怡合达
2491,301030.SZ,仕净科技
2492,301031.SZ,中熔电气
2493,301032.SZ,新柴股份
2494,301033.SZ,迈普医学
2495,301035.SZ,润丰股份
2496,301036.SZ,双乐股份
2497,301037.SZ,保立佳
2498,301038.SZ,深水规院
2499,301039.SZ,中集车辆
2500,301040.SZ,中环海陆
2501,301041.SZ,金百泽
2502,301042.SZ,安联锐视
2503,301043.SZ,绿岛风
2504,301045.SZ,天禄科技
2505,301046.SZ,能辉科技
2506,301047.SZ,义翘神州
2507,301048.SZ,金鹰重工
2508,301049.SZ,超越科技
2509,301050.SZ,雷电微力
2510,301051.SZ,信濠光电
2511,301052.SZ,果麦文化
2512,301053.SZ,远信工业
2513,301055.SZ,张小泉
2514,301056.SZ,森赫股份
2515,301057.SZ,汇隆新材
2516,301058.SZ,中粮科工
2517,301059.SZ,金三江
2518,301060.SZ,兰卫医学
2519,301061.SZ,匠心家居
2520,301062.SZ,上海艾录
2521,301063.SZ,海锅股份
2522,301065.SZ,本立科技
2523,301066.SZ,万事利
2524,301067.SZ,显盈科技
2525,301068.SZ,大地海洋
2526,301069.SZ,凯盛新材
2527,301070.SZ,开勒股份
2528,301071.SZ,力量钻石
2529,301072.SZ,中捷精工
2530,301073.SZ,君亭酒店
2531,301075.SZ,多瑞医药
2532,301076.SZ,新瀚新材
2533,301077.SZ,星华新材
2534,301078.SZ,孩子王
2535,301079.SZ,邵阳液压
2536,301080.SZ,百普赛斯
2537,301081.SZ,严牌股份
2538,301082.SZ,久盛电气
2539,301083.SZ,百胜智能
2540,301085.SZ,亚康股份
2541,301086.SZ,鸿富瀚
2542,301087.SZ,可孚医疗
2543,301088.SZ,戎美股份
2544,301089.SZ,拓新药业
2545,301090.SZ,华润材料
2546,301091.SZ,深城交
2547,301092.SZ,争光股份
2548,301093.SZ,华兰股份
2549,301095.SZ,广立微
2550,301096.SZ,百诚医药
2551,301097.SZ,天益医疗
2552,301098.SZ,金埔园林
2553,301099.SZ,雅创电子
2554,301100.SZ,风光股份
2555,301101.SZ,明月镜片
2556,301102.SZ,兆讯传媒
2557,301103.SZ,何氏眼科
2558,301105.SZ,鸿铭股份
2559,301106.SZ,骏成科技
2560,301107.SZ,瑜欣电子
2561,301108.SZ,洁雅股份
2562,301109.SZ,军信股份
2563,301110.SZ,青木股份
2564,301111.SZ,粤万年青
2565,301112.SZ,信邦智能
2566,301113.SZ,雅艺科技
2567,301115.SZ,建科股份
2568,301116.SZ,益客食品
2569,301117.SZ,佳缘科技
2570,301118.SZ,恒光股份
2571,301119.SZ,正强股份
2572,301120.SZ,新特电气
2573,301121.SZ,紫建电子
2574,301122.SZ,采纳股份
2575,301123.SZ,奕东电子
2576,301125.SZ,腾亚精工
2577,301126.SZ,达嘉维康
2578,301127.SZ,天源环保
2579,301128.SZ,强瑞技术
2580,301129.SZ,瑞纳智能
2581,301130.SZ,西点药业
2582,301131.SZ,聚赛龙
2583,301132.SZ,满坤科技
2584,301133.SZ,金钟股份
2585,301135.SZ,瑞德智能
2586,301136.SZ,招标股份
2587,301137.SZ,哈焊华通
2588,301138.SZ,华研精机
2589,301139.SZ,元道通信
2590,301148.SZ,嘉戎技术
2591,301149.SZ,隆华新材
2592,301150.SZ,中一科技
2593,301151.SZ,冠龙节能
2594,301152.SZ,天力锂能
2595,301153.SZ,中科江南
2596,301155.SZ,海力风电
2597,301156.SZ,美农生物
2598,301158.SZ,德石股份
2599,301159.SZ,三维天地
2600,301160.SZ,翔楼新材
2601,301161.SZ,唯万密封
2602,301162.SZ,国能日新
2603,301163.SZ,宏德股份
2604,301165.SZ,锐捷网络
2605,301166.SZ,优宁维
2606,301167.SZ,建研设计
2607,301168.SZ,通灵股份
2608,301169.SZ,零点有数
2609,301171.SZ,易点天下
2610,301175.SZ,中科环保
2611,301176.SZ,逸豪新材
2612,301177.SZ,迪阿股份
2613,301178.SZ,天亿马
2614,301179.SZ,泽宇智能
2615,301180.SZ,万祥科技
2616,301181.SZ,标榜股份
2617,301182.SZ,凯旺科技
2618,301183.SZ,东田微
2619,301185.SZ,鸥玛软件
2620,301186.SZ,超达装备
2621,301187.SZ,欧圣电气
2622,301188.SZ,力诺特玻
2623,301189.SZ,奥尼电子
2624,301190.SZ,善水科技
2625,301191.SZ,菲菱科思
2626,301192.SZ,泰祥股份
2627,301193.SZ,家联科技
2628,301195.SZ,北路智控
2629,301196.SZ,唯科科技
2630,301197.SZ,工大科雅
2631,301198.SZ,喜悦智行
2632,301199.SZ,迈赫股份
2633,301200.SZ,大族数控
2634,301201.SZ,诚达药业
2635,301205.SZ,联特科技
2636,301206.SZ,三元生物
2637,301207.SZ,华兰疫苗
2638,301208.SZ,中亦科技
2639,301209.SZ,联合化学
2640,301211.SZ,亨迪药业
2641,301212.SZ,联盛化学
2642,301213.SZ,观想科技
2643,301215.SZ,中汽股份
2644,301216.SZ,万凯新材
2645,301217.SZ,铜冠铜箔
2646,301218.SZ,华是科技
2647,301219.SZ,腾远钴业
2648,301220.SZ,亚香股份
2649,301221.SZ,光庭信息
2650,301222.SZ,浙江恒威
2651,301223.SZ,中荣股份
2652,301226.SZ,祥明智能
2653,301227.SZ,森鹰窗业
2654,301228.SZ,实朴检测
2655,301229.SZ,纽泰格
